date,country,incidence
2010-01-25,Hungary,0.40391718889793216
2010-01-25,Ireland,0.24538793378451992
2010-01-25,Italy,0.017036997612162565
2010-01-25,Lithuania,0.0
2010-01-25,Latvia,0.0
2010-01-25,Netherlands,0.2371888941518469
2010-01-25,Norway,0.0
2010-01-25,Poland,0.0
2010-01-25,Portugal,0.0
2010-01-25,Romania,0.18150552205593845
2010-01-25,Sweden,0.0
2010-01-25,Slovenia,0.0
2010-01-25,Slovakia,0.0
2010-02-01,Austria,0.705560866207668
2010-02-01,Belgium,0.47357785989407386
2010-02-01,Bulgaria,0.4449083355356296
2010-02-01,Czechia,0.0
2010-02-01,Germany,0.12941873200138398
2010-02-01,Denmark,2.349166353143311
2010-02-01,Estonia,1.6801809218816683
2010-02-01,Greece,0.6370228391798531
2010-02-01,Spain,0.07374378748534988
2010-02-01,France,0.5303715720837363
2010-02-01,Hungary,1.8176273500406948
2010-02-01,Ireland,0.0
2010-02-01,Italy,0.03407399522432513
2010-02-01,Lithuania,0.0
2010-02-01,Latvia,0.0
2010-02-01,Netherlands,0.2371888941518469
2010-02-01,Norway,0.0
2010-02-01,Poland,0.025517416657565455
2010-02-01,Portugal,0.0
2010-02-01,Romania,0.13612914154195385
2010-02-01,Sweden,0.0
2010-02-01,Slovenia,0.49263413442212045
2010-02-01,Slovakia,0.0
2010-02-08,Austria,0.0
2010-02-08,Belgium,0.3788622879152591
2010-02-08,Bulgaria,0.14830277851187654
2010-02-08,Czechia,0.6842123474524134
2010-02-08,Germany,0.03529601781855927
2010-02-08,Denmark,1.80705104087947
2010-02-08,Estonia,0.8400904609408342
2010-02-08,Greece,0.6370228391798531
2010-02-08,Spain,0.09832504998046651
2010-02-08,France,0.37437993323557855
2010-02-08,Hungary,0.8078343777958643
2010-02-08,Ireland,0.0
2010-02-08,Italy,0.0
2010-02-08,Lithuania,0.2767064625901164
2010-02-08,Latvia,0.0
2010-02-08,Netherlands,0.17789167061388517
2010-02-08,Norway,0.0
2010-02-08,Poland,0.025517416657565455
2010-02-08,Portugal,0.0
2010-02-08,Romania,0.13612914154195385
2010-02-08,Sweden,0.0
2010-02-08,Slovenia,0.49263413442212045
2010-02-08,Slovakia,0.0
2010-02-15,Austria,0.0
2010-02-15,Belgium,0.18943114395762956
2010-02-15,Bulgaria,0.0
2010-02-15,Czechia,0.0977446210646305
2010-02-15,Germany,0.047061357091412355
2010-02-15,Denmark,1.264935728615629
2010-02-15,Estonia,0.0
2010-02-15,Greece,0.18200652547995802
2010-02-15,Spain,0.0
2010-02-15,France,0.24958662215705238
2010-02-15,Hungary,0.20195859444896608
2010-02-15,Ireland,0.0
2010-02-15,Italy,0.0
2010-02-15,Lithuania,0.0
2010-02-15,Latvia,0.0
2010-02-15,Netherlands,0.17789167061388517
2010-02-15,Norway,0.0
2010-02-15,Poland,0.0
2010-02-15,Portugal,0.0
2010-02-15,Romania,0.18150552205593845
2010-02-15,Sweden,0.10887316276537834
2010-02-15,Slovenia,0.49263413442212045
2010-02-15,Slovakia,0.0
2010-02-22,Austria,0.0
2010-02-22,Belgium,0.18943114395762956
2010-02-22,Bulgaria,0.0
2010-02-22,Czechia,0.0
2010-02-22,Germany,0.07059203563711854
2010-02-22,Denmark,1.264935728615629
2010-02-22,Estonia,1.6801809218816683
2010-02-22,Greece,0.4550163136998951
2010-02-22,Spain,0.024581262495116628
2010-02-22,France,0.15599163884815775
2010-02-22,Hungary,0.30293789167344914
2010-02-22,Ireland,0.0
2010-02-22,Italy,0.0
2010-02-22,Lithuania,0.2767064625901164
2010-02-22,Latvia,0.0
2010-02-22,Netherlands,0.11859444707592345
2010-02-22,Norway,0.0
2010-02-22,Poland,0.025517416657565455
2010-02-22,Portugal,0.0
2010-02-22,Romania,0.04537638051398461
2010-02-22,Sweden,0.0
2010-02-22,Slovenia,0.0
2010-02-22,Slovakia,0.0
2010-03-01,Austria,0.0
2010-03-01,Belgium,0.09471557197881478
2010-03-01,Bulgaria,0.0
2010-03-01,Czechia,0.195489242129261
2010-03-01,Germany,0.08235737490997162
2010-03-01,Denmark,0.542115312263841
2010-03-01,Estonia,0.0
2010-03-01,Greece,0.27300978821993704
2010-03-01,Spain,0.024581262495116628
2010-03-01,France,0.10919414719371043
2010-03-01,Hungary,0.40391718889793216
2010-03-01,Ireland,0.0
2010-03-01,Italy,0.05111099283648769
2010-03-01,Lithuania,0.0
2010-03-01,Latvia,0.0
2010-03-01,Netherlands,0.0
2010-03-01,Norway,0.0
2010-03-01,Poland,0.0
2010-03-01,Portugal,0.0
2010-03-01,Romania,0.09075276102796923
2010-03-01,Sweden,0.21774632553075668
2010-03-01,Slovenia,0.0
2010-03-01,Slovakia,0.0
2010-03-08,Austria,0.0
2010-03-08,Belgium,0.0
2010-03-08,Bulgaria,0.0
2010-03-08,Czechia,0.0977446210646305
2010-03-08,Germany,0.09412271418282471
2010-03-08,Denmark,0.7228204163517881
2010-03-08,Estonia,4.200452304704171
2010-03-08,Greece,0.09100326273997901
2010-03-08,Spain,0.049162524990233256
2010-03-08,France,0.10919414719371043
2010-03-08,Hungary,0.30293789167344914
2010-03-08,Ireland,0.0
2010-03-08,Italy,0.13629598089730052
2010-03-08,Lithuania,0.0
2010-03-08,Latvia,0.0
2010-03-08,Netherlands,0.05929722353796173
2010-03-08,Norway,0.0
2010-03-08,Poland,0.0
2010-03-08,Portugal,0.0
2010-03-08,Romania,0.04537638051398461
2010-03-08,Sweden,0.0
2010-03-08,Slovenia,0.9852682688442409
2010-03-08,Slovakia,0.0
2010-03-15,Austria,0.0
2010-03-15,Belgium,0.3788622879152591
2010-03-15,Bulgaria,0.0
2010-03-15,Czechia,0.0977446210646305
2010-03-15,Germany,0.05882669636426544
2010-03-15,Denmark,0.0
2010-03-15,Estonia,4.200452304704171
2010-03-15,Greece,0.0
2010-03-15,Spain,0.049162524990233256
2010-03-15,France,0.09359498330889464
2010-03-15,Hungary,0.10097929722448304
2010-03-15,Ireland,0.0
2010-03-15,Italy,0.08518498806081282
2010-03-15,Lithuania,0.0
2010-03-15,Latvia,0.0
2010-03-15,Netherlands,0.0
2010-03-15,Norway,0.0
2010-03-15,Poland,0.0
2010-03-15,Portugal,0.0
2010-03-15,Romania,0.0
2010-03-15,Sweden,0.0
2010-03-15,Slovenia,0.49263413442212045
2010-03-15,Slovakia,0.0
2010-03-22,Austria,0.0
2010-03-22,Belgium,0.09471557197881478
2010-03-22,Bulgaria,0.0
2010-03-22,Czechia,0.29323386319389155
2010-03-22,Germany,0.047061357091412355
2010-03-22,Denmark,0.0
2010-03-22,Estonia,3.3603618437633367
2010-03-22,Greece,0.0
2010-03-22,Spain,0.07374378748534988
2010-03-22,France,0.031198327769631547
2010-03-22,Hungary,0.0
2010-03-22,Ireland,0.0
2010-03-22,Italy,0.15333297850946306
2010-03-22,Lithuania,0.0
2010-03-22,Latvia,0.0
2010-03-22,Netherlands,0.0
2010-03-22,Norway,0.0
2010-03-22,Poland,0.10206966663026182
2010-03-22,Portugal,0.0
2010-03-22,Romania,0.0
2010-03-22,Sweden,0.10887316276537834
2010-03-22,Slovenia,0.0
2010-03-22,Slovakia,0.1805698205713807
2010-03-29,Austria,0.0
2010-03-29,Belgium,0.0
2010-03-29,Bulgaria,0.0
2010-03-29,Czechia,0.195489242129261
2010-03-29,Germany,0.011765339272853089
2010-03-29,Denmark,0.0
2010-03-29,Estonia,2.5202713828225023
2010-03-29,Greece,0.0
2010-03-29,Spain,0.0
2010-03-29,France,0.015599163884815774
2010-03-29,Hungary,0.0
2010-03-29,Ireland,0.0
2010-03-29,Italy,0.11925898328513793
2010-03-29,Lithuania,0.0
2010-03-29,Latvia,0.0
2010-03-29,Netherlands,0.0
2010-03-29,Norway,0.0
2010-03-29,Poland,0.0
2010-03-29,Portugal,0.0
2010-03-29,Romania,0.0
2010-03-29,Sweden,0.21774632553075668
2010-03-29,Slovenia,0.0
2010-03-29,Slovakia,0.0
2010-04-05,Austria,0.0
2010-04-05,Belgium,0.18943114395762956
2010-04-05,Bulgaria,0.0
2010-04-05,Czechia,0.0977446210646305
2010-04-05,Germany,0.0
2010-04-05,Denmark,0.0
2010-04-05,Estonia,0.8400904609408342
2010-04-05,Greece,0.0
2010-04-05,Spain,0.024581262495116628
2010-04-05,France,0.0
2010-04-05,Hungary,0.0
2010-04-05,Ireland,0.0
2010-04-05,Italy,0.03407399522432513
2010-04-05,Lithuania,0.0
2010-04-05,Latvia,0.0
2010-04-05,Netherlands,0.0
2010-04-05,Norway,0.0
2010-04-05,Poland,0.0
2010-04-05,Portugal,0.0
2010-04-05,Romania,0.0
2010-04-05,Sweden,0.326619488296135
2010-04-05,Slovenia,0.0
2010-04-05,Slovakia,0.0
2010-04-12,Austria,0.0
2010-04-12,Belgium,0.0
2010-04-12,Bulgaria,0.0
2010-04-12,Czechia,0.0
2010-04-12,Germany,0.023530678545706177
2010-04-12,Denmark,0.0
2010-04-12,Estonia,0.8400904609408342
2010-04-12,Greece,0.0
2010-04-12,Spain,0.0
2010-04-12,France,0.0
2010-04-12,Hungary,0.0
2010-04-12,Ireland,0.0
2010-04-12,Italy,0.0
2010-04-12,Lithuania,0.0
2010-04-12,Latvia,0.0
2010-04-12,Netherlands,0.0
2010-04-12,Norway,0.0
2010-04-12,Poland,0.1531044999453927
2010-04-12,Portugal,0.0
2010-04-12,Romania,0.0
2010-04-12,Sweden,0.10887316276537834
2010-04-12,Slovenia,3.448438940954843
2010-04-12,Slovakia,0.0
2010-04-19,Austria,0.0
2010-04-19,Belgium,0.09471557197881478
2010-04-19,Bulgaria,0.0
2010-04-19,Czechia,0.0977446210646305
2010-04-19,Germany,0.0
2010-04-19,Denmark,0.0
2010-04-19,Estonia,0.8400904609408342
2010-04-19,Greece,0.0
2010-04-19,Spain,0.024581262495116628
2010-04-19,France,0.015599163884815774
2010-04-19,Hungary,0.0
2010-04-19,Ireland,0.0
2010-04-19,Italy,0.017036997612162565
2010-04-19,Lithuania,0.0
2010-04-19,Latvia,0.0
2010-04-19,Netherlands,0.0
2010-04-19,Norway,0.0
2010-04-19,Poland,0.025517416657565455
2010-04-19,Portugal,0.0
2010-04-19,Romania,0.0
2010-04-19,Sweden,0.21774632553075668
2010-04-19,Slovenia,0.49263413442212045
2010-04-19,Slovakia,0.0
2010-04-26,Austria,0.0
2010-04-26,Belgium,0.09471557197881478
2010-04-26,Bulgaria,0.0
2010-04-26,Czechia,0.29323386319389155
2010-04-26,Germany,0.011765339272853089
2010-04-26,Denmark,0.0
2010-04-26,Estonia,0.0
2010-04-26,Greece,0.0
2010-04-26,Spain,0.049162524990233256
2010-04-26,France,0.0
2010-04-26,Hungary,0.0
2010-04-26,Ireland,0.0
2010-04-26,Italy,0.017036997612162565
2010-04-26,Lithuania,0.0
2010-04-26,Latvia,0.0
2010-04-26,Netherlands,0.0
2010-04-26,Norway,0.0
2010-04-26,Poland,0.025517416657565455
2010-04-26,Portugal,0.0
2010-04-26,Romania,0.0
2010-04-26,Sweden,0.326619488296135
2010-04-26,Slovenia,0.49263413442212045
2010-04-26,Slovakia,0.0
2010-05-03,Austria,0.0
2010-05-03,Belgium,0.09471557197881478
2010-05-03,Bulgaria,0.0
2010-05-03,Czechia,0.0977446210646305
2010-05-03,Germany,0.0
2010-05-03,Denmark,0.0
2010-05-03,Estonia,0.8400904609408342
2010-05-03,Greece,0.0
2010-05-03,Spain,0.0
2010-05-03,France,0.0
2010-05-03,Hungary,0.0
2010-05-03,Ireland,0.0
2010-05-03,Italy,0.0
2010-05-03,Lithuania,0.0
2010-05-03,Latvia,0.0
2010-05-03,Netherlands,0.0
2010-05-03,Norway,0.0
2010-05-03,Poland,0.0
2010-05-03,Portugal,0.0
2010-05-03,Romania,0.0
2010-05-03,Sweden,0.10887316276537834
2010-05-03,Slovenia,0.0
2010-05-03,Slovakia,0.0
2010-05-10,Austria,0.0
2010-05-10,Belgium,0.18943114395762956
2010-05-10,Bulgaria,0.0
2010-05-10,Czechia,0.0977446210646305
2010-05-10,Germany,0.011765339272853089
2010-05-10,Denmark,0.0
2010-05-10,Estonia,0.0
2010-05-10,Greece,0.0
2010-05-10,Spain,0.024581262495116628
2010-05-10,France,0.031198327769631547
2010-05-10,Hungary,0.0
2010-05-10,Ireland,0.0
2010-05-10,Italy,0.0
2010-05-10,Lithuania,0.0
2010-05-10,Latvia,0.0
2010-05-10,Netherlands,0.05929722353796173
2010-05-10,Norway,0.0
2010-05-10,Poland,0.0
2010-05-10,Portugal,0.0
2010-05-10,Romania,0.0
2010-05-10,Sweden,0.0
2010-05-10,Slovenia,0.49263413442212045
2010-05-10,Slovakia,0.0
2010-05-17,Austria,0.0
2010-05-17,Belgium,0.0
2010-05-17,Bulgaria,0.0
2010-05-17,Czechia,0.0977446210646305
2010-05-17,Germany,0.011765339272853089
2010-05-17,Denmark,0.0
2010-05-17,Estonia,0.0
2010-05-17,Greece,0.0
2010-05-17,Spain,0.14748757497069975
2010-05-17,France,0.0
2010-05-17,Hungary,0.0
2010-05-17,Ireland,0.0
2010-05-17,Italy,0.0
2010-05-17,Lithuania,0.0
2010-05-17,Latvia,0.0
2010-05-17,Netherlands,0.0
2010-05-17,Norway,0.0
2010-05-17,Poland,0.0
2010-05-17,Portugal,0.0
2010-05-17,Romania,0.04537638051398461
2010-05-17,Sweden,0.0
2010-05-17,Slovenia,0.0
2010-05-17,Slovakia,0.0
2010-05-24,Austria,0.0
2010-05-24,Belgium,0.0
2010-05-24,Bulgaria,0.0
2010-05-24,Czechia,0.0
2010-05-24,Germany,0.0
2010-05-24,Denmark,0.0
2010-05-24,Estonia,0.0
2010-05-24,Greece,0.0
2010-05-24,Spain,0.12290631247558313
2010-05-24,France,0.0
2010-05-24,Hungary,0.0
2010-05-24,Ireland,0.0
2010-05-24,Italy,0.0
2010-05-24,Lithuania,0.0
2010-05-24,Netherlands,0.0
2010-05-24,Norway,0.0
2010-05-24,Poland,0.025517416657565455
2010-05-24,Portugal,0.0
2010-05-24,Romania,0.0
2010-05-24,Sweden,0.0
2010-05-24,Slovenia,0.0
2010-05-24,Slovakia,0.0
2010-05-31,Austria,0.0
2010-05-31,Belgium,0.0
2010-05-31,Bulgaria,0.0
2010-05-31,Czechia,0.0
2010-05-31,Germany,0.0
2010-05-31,Denmark,0.0
2010-05-31,Estonia,0.0
2010-05-31,Greece,0.0
2010-05-31,Spain,0.07374378748534988
2010-05-31,France,0.0
2010-05-31,Hungary,0.0
2010-05-31,Ireland,0.0
2010-05-31,Italy,0.0
2010-05-31,Lithuania,0.0
2010-05-31,Latvia,0.0
2010-05-31,Netherlands,0.0
2010-05-31,Norway,0.0
2010-05-31,Poland,0.0
2010-05-31,Portugal,0.0
2010-05-31,Romania,0.0
2010-05-31,Sweden,0.0
2010-05-31,Slovenia,0.0
2010-05-31,Slovakia,0.0
2010-06-07,Austria,0.0
2010-06-07,Belgium,0.09471557197881478
2010-06-07,Bulgaria,0.0
2010-06-07,Czechia,0.0
2010-06-07,Germany,0.011765339272853089
2010-06-07,Denmark,0.0
2010-06-07,Estonia,0.0
2010-06-07,Greece,0.0
2010-06-07,Spain,0.024581262495116628
2010-06-07,France,0.0
2010-06-07,Hungary,0.0
2010-06-07,Ireland,0.0
2010-06-07,Italy,0.0
2010-06-07,Lithuania,0.0
2010-06-07,Latvia,0.0
2010-06-07,Netherlands,0.0
2010-06-07,Norway,0.0
2010-06-07,Poland,0.0
2010-06-07,Portugal,0.0
2010-06-07,Romania,0.0
2010-06-07,Sweden,0.0
2010-06-07,Slovenia,0.49263413442212045
2010-06-07,Slovakia,0.0
2010-06-14,Austria,0.0
2010-06-14,Belgium,0.0
2010-06-14,Bulgaria,0.0
2010-06-14,Czechia,0.0
2010-06-14,Germany,0.0
2010-06-14,Denmark,0.0
2010-06-14,Estonia,0.0
2010-06-14,Greece,0.0
2010-06-14,Spain,0.09832504998046651
2010-06-14,France,0.0
2010-06-14,Hungary,0.0
2010-06-14,Ireland,0.0
2010-06-14,Italy,0.0
2010-06-14,Lithuania,0.0
2010-06-14,Netherlands,0.0
2010-06-14,Norway,0.0
2010-06-14,Poland,0.0
2010-06-14,Portugal,0.0
2010-06-14,Romania,0.0
2010-06-14,Sweden,0.0
2010-06-14,Slovenia,0.0
2010-06-14,Slovakia,0.0
2010-06-21,Austria,0.0
2010-06-21,Bulgaria,0.0
2010-06-21,Czechia,0.0
2010-06-21,Germany,0.0
2010-06-21,Denmark,0.0
2010-06-21,Estonia,0.0
2010-06-21,Greece,0.0
2010-06-21,Spain,0.024581262495116628
2010-06-21,France,0.0
2010-06-21,Hungary,0.0
2010-06-21,Ireland,0.0
2010-06-21,Italy,0.0
2010-06-21,Lithuania,0.0
2010-06-21,Latvia,0.0
2010-06-21,Netherlands,0.0
2010-06-21,Norway,0.0
2010-06-21,Poland,0.025517416657565455
2010-06-21,Portugal,0.0
2010-06-21,Romania,0.0
2010-06-21,Sweden,0.10887316276537834
2010-06-21,Slovenia,0.0
2010-06-28,Austria,0.0
2010-06-28,Bulgaria,0.0
2010-06-28,Czechia,0.0
2010-06-28,Germany,0.0
2010-06-28,Denmark,0.0
2010-06-28,Estonia,0.0
2010-06-28,Greece,0.0
2010-06-28,Spain,0.024581262495116628
2010-06-28,France,0.0
2010-06-28,Hungary,0.0
2010-06-28,Ireland,0.0
2010-06-28,Italy,0.0
2010-06-28,Lithuania,0.0
2010-06-28,Netherlands,0.05929722353796173
2010-06-28,Norway,0.0
2010-06-28,Poland,0.0
2010-06-28,Portugal,0.0
2010-06-28,Romania,0.0
2010-06-28,Sweden,0.10887316276537834
2010-06-28,Slovenia,0.0
2010-06-28,Slovakia,0.0
2010-07-05,Austria,0.0
2010-07-05,Bulgaria,0.0
2010-07-05,Czechia,0.0
2010-07-05,Germany,0.0
2010-07-05,Denmark,0.0
2010-07-05,Estonia,0.0
2010-07-05,Greece,0.0
2010-07-05,Spain,0.07374378748534988
2010-07-05,France,0.0
2010-07-05,Hungary,0.0
2010-07-05,Ireland,0.0
2010-07-05,Italy,0.0
2010-07-05,Lithuania,0.0
2010-07-05,Latvia,0.0
2010-07-05,Netherlands,0.0
2010-07-05,Norway,0.2108461805425241
2010-07-05,Poland,0.0
2010-07-05,Portugal,0.0
2010-07-05,Romania,0.0
2010-07-05,Sweden,0.0
2010-07-05,Slovenia,0.0
2010-07-05,Slovakia,0.0
2010-07-12,Austria,0.0
2010-07-12,Bulgaria,0.0
2010-07-12,Czechia,0.0
2010-07-12,Germany,0.0
2010-07-12,Denmark,0.0
2010-07-12,Estonia,0.0
2010-07-12,Greece,0.0
2010-07-12,Spain,0.024581262495116628
2010-07-12,France,0.0
2010-07-12,Hungary,0.0
2010-07-12,Ireland,0.0
2010-07-12,Lithuania,0.0
2010-07-12,Netherlands,0.0
2010-07-12,Norway,0.0
2010-07-12,Poland,0.0
2010-07-12,Portugal,0.0
2010-07-12,Romania,0.0
2010-07-12,Sweden,0.0
2010-07-12,Slovenia,0.0
2010-07-12,Slovakia,0.0
2010-07-19,Austria,0.0
2010-07-19,Bulgaria,0.0
2010-07-19,Czechia,0.0
2010-07-19,Germany,0.0
2010-07-19,Denmark,0.0
2010-07-19,Estonia,0.0
2010-07-19,Greece,0.0
2010-07-19,Spain,0.024581262495116628
2010-07-19,France,0.0
2010-07-19,Hungary,0.0
2010-07-19,Ireland,0.0
2010-07-19,Lithuania,0.0
2010-07-19,Latvia,0.0
2010-07-19,Netherlands,0.0
2010-07-19,Norway,0.0
2010-07-19,Poland,0.0
2010-07-19,Portugal,0.0
2010-07-19,Romania,0.0
2010-07-19,Sweden,0.0
2010-07-19,Slovenia,0.0
2010-07-19,Slovakia,0.0
2010-07-26,Austria,0.0
2010-07-26,Belgium,0.0
2010-07-26,Bulgaria,0.0
2010-07-26,Czechia,0.0
2010-07-26,Germany,0.0
2010-07-26,Denmark,0.0
2010-07-26,Estonia,0.0
2010-07-26,Greece,0.0
2010-07-26,Spain,0.049162524990233256
2010-07-26,France,0.0
2010-07-26,Hungary,0.0
2010-07-26,Ireland,0.0
2010-07-26,Lithuania,0.0
2010-07-26,Latvia,0.0
2010-07-26,Netherlands,0.0
2010-07-26,Norway,0.0
2010-07-26,Poland,0.0
2010-07-26,Portugal,0.0
2010-07-26,Romania,0.0
2010-07-26,Sweden,0.0
2010-07-26,Slovenia,0.0
2010-07-26,Slovakia,0.0
2010-08-02,Austria,0.0
2010-08-02,Belgium,0.0
2010-08-02,Bulgaria,0.0
2010-08-02,Czechia,0.0
2010-08-02,Germany,0.0
2010-08-02,Denmark,0.0
2010-08-02,Estonia,0.0
2010-08-02,Greece,0.0
2010-08-02,Spain,0.0
2010-08-02,France,0.0
2010-08-02,Hungary,0.0
2010-08-02,Ireland,0.0
2010-08-02,Lithuania,0.0
2010-08-02,Latvia,0.0
2010-08-02,Netherlands,0.0
2010-08-02,Norway,0.0
2010-08-02,Poland,0.0
2010-08-02,Portugal,0.0
2010-08-02,Romania,0.0
2010-08-02,Sweden,0.0
2010-08-02,Slovenia,0.0
2010-08-02,Slovakia,0.0
2010-08-09,Austria,0.0
2010-08-09,Bulgaria,0.0
2010-08-09,Czechia,0.0
2010-08-09,Germany,0.0
2010-08-09,Denmark,0.0
2010-08-09,Estonia,0.0
2010-08-09,Greece,0.0
2010-08-09,Spain,0.0
2010-08-09,France,0.0
2010-08-09,Hungary,0.0
2010-08-09,Ireland,0.0
2010-08-09,Lithuania,0.0
2010-08-09,Latvia,0.0
2010-08-09,Netherlands,0.0
2010-08-09,Norway,0.0
2010-08-09,Poland,0.0
2010-08-09,Portugal,0.0
2010-08-09,Romania,0.0
2010-08-09,Sweden,0.0
2010-08-09,Slovenia,0.0
2010-08-09,Slovakia,0.0
2010-08-16,Austria,0.0
2010-08-16,Bulgaria,0.0
2010-08-16,Czechia,0.0
2010-08-16,Germany,0.0
2010-08-16,Denmark,0.0
2010-08-16,Estonia,0.0
2010-08-16,Greece,0.0
2010-08-16,Spain,0.0
2010-08-16,France,0.0
2010-08-16,Hungary,0.0
2010-08-16,Ireland,0.0
2010-08-16,Lithuania,0.0
2010-08-16,Latvia,0.0
2010-08-16,Netherlands,0.0
2010-08-16,Norway,0.0
2010-08-16,Poland,0.0
2010-08-16,Portugal,0.0
2010-08-16,Romania,0.0
2010-08-16,Sweden,0.0
2010-08-16,Slovenia,0.0
2010-08-16,Slovakia,0.0
2010-08-23,Austria,0.0
2010-08-23,Bulgaria,0.0
2010-08-23,Czechia,0.0
2010-08-23,Germany,0.0
2010-08-23,Denmark,0.0
2010-08-23,Estonia,0.0
2010-08-23,Greece,0.0
2010-08-23,Spain,0.0
2010-08-23,France,0.0
2010-08-23,Hungary,0.0
2010-08-23,Ireland,0.0
2010-08-23,Lithuania,0.0
2010-08-23,Latvia,0.0
2010-08-23,Netherlands,0.0
2010-08-23,Norway,0.0
2010-08-23,Poland,0.0
2010-08-23,Portugal,0.0
2010-08-23,Romania,0.0
2010-08-23,Sweden,0.0
2010-08-23,Slovenia,0.0
2010-08-23,Slovakia,0.0
2010-08-30,Austria,0.0
2010-08-30,Belgium,0.0
2010-08-30,Bulgaria,0.0
2010-08-30,Czechia,0.0
2010-08-30,Germany,0.0
2010-08-30,Denmark,0.0
2010-08-30,Estonia,0.0
2010-08-30,Greece,0.0
2010-08-30,Spain,0.024581262495116628
2010-08-30,France,0.0
2010-08-30,Hungary,0.0
2010-08-30,Ireland,0.0
2010-08-30,Lithuania,0.0
2010-08-30,Latvia,0.0
2010-08-30,Netherlands,0.05929722353796173
2010-08-30,Norway,0.0
2010-08-30,Poland,0.0
2010-08-30,Portugal,0.0
2010-08-30,Romania,0.0
2010-08-30,Sweden,0.0
2010-08-30,Slovenia,0.0
2010-08-30,Slovakia,0.0
2010-09-06,Austria,0.0
2010-09-06,Belgium,0.0
